rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
85;8e641264988684c5;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-09-30T08:50:08.000Z;"Dat kan ook, als iedereen even meewerkt. 
En die wet ga je voorbereiden en dan trek je alvast alle toestemming in. 

Gemeenten (b&W) krijgen extra betaald voor het aannemen van vreemdelingen. Dat moet natuurlijk DIRECT gestopt worden! Echt METEEN! 

Dat kan je toch ook regelen?";1.0;2;10;395;vreemdelingen;2024-10-09 11_22_54.140846;0.103222668170929;0.000150747408043;0.000427337421570;0.000021366578949;0.000041251914809;0.166009500622749;0.002151031047106;1. Against immigration, migrants, foreigners, refugees, or Muslims.
86;b654b578ffa1ebe8;ffee89e3ddeb59c5;6fc6e1fccf0f69fd;2024-10-07T15:47:45.000Z;Mensen tegen houden aan de grens, en criminele vreemdelingen uitzetten, dat is pas een warm Vlaanderen voor zijn volk.;;;10;77;vreemdelingen;2024-10-09 11_22_54.140846;0.265998929738998;0.000255214370554;0.000008778375559;0.000088258217147;0.000006419845704;0.190804213285446;0.000575200479943;1. Against immigration, migrants, foreigners, refugees, or Muslims.
87;3d431b307ef6e2b2;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-04T13:58:17.000Z;"Twee goeie filmpjes die in deze tijd nodig, nee noodzakelijk zijn. Want het gaat totaal mis. 
We zien een totaal uit de hand gelopen decadentie, voorbode van de ondergang,
en dat verwelkomen van vreemdelingen waar wij en ons land helemaal aan kapot gaan.

Steengoeie filmpjes dus!";;1;8;104;vreemdelingen;2024-10-09 11_22_54.140846;0.243418201804161;0.000040095761506;0.000036638633901;0.003624961711466;0.000806128140539;0.094428606331348;0.010223620571196;1. Against immigration, migrants, foreigners, refugees, or Muslims.
88;e419a58e2f7c8a74;a209a1f440205131;af18c2c1a083e67c;2024-09-30T16:23:55.000Z;Heb je ook aan de bejaarde gedacht die met een aow tje helemaal niks te vreten hebben en verteld dat er zoveel geld naar de vreemdelingen gaat die hier nog geen vinger uitgestoken hebben en dat die het dubbele kosten van die aow er en dat die hier alleen maar komt omte profiteren;1.0;;3;88;vreemdelingen;2024-10-09 11_22_54.140846;0.432506620883942;0.000164723780472;0.005393669009209;0.000276243750704;0.000040216888010;0.047690212726593;0.000330907409079;1. Against immigration, migrants, foreigners, refugees, or Muslims.
89;8a10ce414fc07969;2308555a2dcb035c;963bb0ed554c3e38;2024-10-05T06:22:22.000Z;Deze opmerkingen komen uit een diep geloof dat als je een kut land bent er geen vreemdelingen hierheen komen. Maar wel de arbeidsmigranten pamperen..;1.0;;2;93;vreemdelingen;2024-10-09 11_22_54.140846;0.379481464624405;0.000005729466466;0.000099781202152;0.000481239927467;0.000050595575885;0.022807706147432;0.000143147350173;1. Against immigration, migrants, foreigners, refugees, or Muslims.
90;891563efe30bb4cc;6188a8d94214d522;0bfd8743de611dfb;2024-10-04T13:02:49.000Z;En diezelfde vreemdelingen haten onze levensstijl.;;;2;34;vreemdelingen;2024-10-09 11_22_54.140846;0.622168362140656;0.000000302419096;0.000346405955497;0.000066934910137;0.000001272633540;0.013967086561024;0.000321237399476;1. Against immigration, migrants, foreigners, refugees, or Muslims.
91;77779f9a69b5877b;eb3e1ded8cbf79a9;ec38a73a93742af7;2024-10-01T17:57:52.000Z;"Ja zo diep zijn we nu gezonken. 
Er wordt gigantisch veel geld verdiend met het hier naar toe halen en onderbrengen van vreemdelingen. Daarom stopt het ook niet. 

En WIJ moeten dat allemaal betalen! GRRRRRRRR!";;2;4;261;vreemdelingen;2024-10-09 11_22_54.140846;0.205779030919075;0.000063964595029;0.000017264963390;0.000033317232010;0.000001791893283;0.034267898648977;0.000133463778184;1. Against immigration, migrants, foreigners, refugees, or Muslims.
92;21c115f6327496ec;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:18:19.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan, uitzetten en inreisverbod opleggen!;3.0;21;63;1K;vreemdelingen;2024-10-09 11_22_54.140846;0.795617759227753;0.007754245772958;0.000002729298103;0.000004997138149;0.000003294867383;0.583862483501434;0.000691116903908;1. Against immigration, migrants, foreigners, refugees, or Muslims.
93;0ae13f871686cf06;20015523d42004bb;e0e220bb7501d1e6;2024-10-04T14:42:32.000Z;"@Het_OM is pijnlijk politiek activistisch en absoluut niet openbaar

Ze klagen alleen rechtse politici aan 

Vreemdelingen mogen joden vervolgen en de boel kort en klein slaan, geen vervolging 

Kritiek op omvolking is ""strafbaar""

Noord Korea eat your heart out

Schande";;1;8;80;vreemdelingen;2024-10-09 11_22_54.140846;0.509395122528076;0.001092519843951;0.000030752536986;0.000594604294747;0.000183698735782;0.474773883819580;0.007171121891588;1. Against immigration, migrants, foreigners, refugees, or Muslims.
94;c75a10db709952e2;ffee89e3ddeb59c5;6fc6e1fccf0f69fd;2024-10-04T07:08:18.000Z;Wij verarmen in sneltempo terwijl de vreemdelingen hier slapend rijk worden.;;;2;50;vreemdelingen;2024-10-09 11_22_54.140846;0.421636492013931;0.002460416872054;0.000023641123335;0.000022552325390;0.000004276605978;0.287454843521118;0.000570844917092;1. Against immigration, migrants, foreigners, refugees, or Muslims.
95;eb85070ea98936ec;1ef3955a4baf0ccb;b8aebb54fb682300;2024-10-06T17:59:26.000Z;"Het is wel eens genoeg @wltrrr 
Al jaren ga jij voor de vreemdelingen 
maar er zijn ook Nederlanders";;;4;98;vreemdelingen;2024-10-09 11_22_54.140846;0.107277520000935;0.000021574322091;0.000184461692697;0.000017378250050;0.000008159418030;0.029564425349235;0.000019301109205;4. Against those that support immigration, migrants, foreigners, refugees, or Muslims.
96;0e4fc9974f159ca6;f2386cb848252618;7e7581d38f730a24;2024-10-07T18:08:28.000Z;"‘Ik ben allesbehalve racist, maar al die vreemdelingen hier…dat mag gaan stoppen’.
Zoiets?";;;4;46;vreemdelingen;2024-10-09 11_22_54.140846;0.019266659393906;0.000113540249004;0.000092595088063;0.000069467430876;0.000004481450105;0.003256944939494;0.000065664215072;1. Against immigration, migrants, foreigners, refugees, or Muslims.
97;479368f5c708fab7;1e30b14a8001c739;1ba9db4cb6bb6fca;2024-10-03T16:14:50.000Z;Da alle vreemdelingen alles krijgen en dat wij daarvoor mogen betalen;;;2;29;vreemdelingen;2024-10-09 11_22_54.140846;0.492833763360977;0.000272982550086;0.000054707212257;0.000083392835222;0.000005559925739;0.057008534669876;0.000086399806605;1. Against immigration, migrants, foreigners, refugees, or Muslims.
98;0281e00697c585f1;7517e642e66de98d;80ad5712ab1eb92b;2024-10-04T06:57:58.000Z;Geld is op, aan illegalen vreemdelingen.;;2;4;238;vreemdelingen;2024-10-09 11_22_54.140846;0.457017242908478;0.000154426234076;0.000008869975318;0.000041641629650;0.000019174998670;0.047700770199299;0.000772806990426;1. Against immigration, migrants, foreigners, refugees, or Muslims.
99;5add6ba580f5bb28;2727a08e6ddfd3e4;da5d186671323af5;2024-10-02T17:59:05.000Z;"Een ""Verzorgingsstaatcrisis"" uitroepen, is ook een mogelijkheid. 
Onze verzorgingsstaat zakt immers door haar hoeven, mede door de al jarenlange torenhoge instroom van vreemdelingen die er volop gebruik  van maken.";1.0;1;3;113;vreemdelingen;2024-10-09 11_22_54.140846;0.068771041929722;0.000044268825150;0.000527412281372;0.000027552528991;0.000027702812076;0.022328013554215;0.000942558923271;1. Against immigration, migrants, foreigners, refugees, or Muslims.
100;ab4b7d15e4e66a34;20015523d42004bb;e0e220bb7501d1e6;2024-10-04T14:21:09.000Z;"Dat komt omdat jongeren massaal ontheemd en vervangen worden om plaats te maken voor vreemdelingen

Geen woning, geen toekomst, geen veiligheid op straat, geen gezin 

De linkse terreur wordt gedragen door jongeren 

Niet door de neo boomers in hun huizen van 3 verdiepingen";;1;1;43;vreemdelingen;2024-10-09 11_22_54.140846;0.678102552890778;0.000177909605554;0.000170426443219;0.000551735865884;0.000314940785756;0.039468139410019;0.000243474394665;1. Against immigration, migrants, foreigners, refugees, or Muslims.
101;8877ffdf96a86938;a08474248359c952;4c4520d4558fbe95;2024-10-06T09:40:14.000Z;"""Op 24 jaar kwamen er 90.000 inwoners bij in Antwerpen. 42% van de toewijzingen voor sociale woningen gaat naar niet-Europese vreemdelingen. Enkel een immigratiestop en een vestigingsstop in bepaalde Antwerpse wijken kunnen de problemen beheersbaar maken."" @FDW_VB #7dag";19.0;32;185;16K;vreemdelingen;2024-10-09 11_22_54.140846;0.020150562748313;0.000114266127639;0.000016737743863;0.000107090578240;0.000018571254259;0.005829900503158;0.000181040857569;1. Against immigration, migrants, foreigners, refugees, or Muslims.
102;5e04d7c3b16a8ae4;20015523d42004bb;e0e220bb7501d1e6;2024-10-04T13:11:27.000Z;"De politiek activistische lobby-club @Het_OM heeft wel tijd voor YouTube filmpjes met daarin meningen die hun niet aanstaan, maar niet voor vernielzuchtige vreemdelingen die Amsterdam slopen en mensen intimideren tijdens ""protesten""

Noord Korea eat your heart out";;2;7;184;vreemdelingen;2024-10-09 11_22_54.140846;0.259195446968079;0.002784054027870;0.001027976395562;0.002640098100528;0.000106279177999;0.375309139490128;0.044777240604162;1. Against immigration, migrants, foreigners, refugees, or Muslims.
103;0f9504a492c7c4a1;abbffa452b4bc889;392c332a3e6f2a5c;2024-10-08T05:15:43.000Z;"Boodschap; alle vreemdelingen goed, alle vlamingen slecht.. weg met ons! Weg met ons!  hoernalisten";;;4;38;vreemdelingen;2024-10-09 11_22_54.140846;0.502803981304169;0.003550577210262;0.001012117369100;0.000036436329538;0.000007064412785;0.033874187618494;0.000148408507812;1. Against immigration, migrants, foreigners, refugees, or Muslims.
104;6af6dc9968a320e2;49e2c092b05afc45;4e2fb9e35949dd83;2024-10-01T07:43:27.000Z;die zal weinig moeite hebben om vast te stellen dat het vocabulair tav vreemdelingen, asielzoekers etc in de afgelopen 20 jaar bijzonder verscherpt is en dat wat toen ondenkbaar was ('politica die 'omvolking' in de mond heeft genomen wordt minister') nu praktijk is.;1.0;;2;130;vreemdelingen;2024-10-09 11_22_54.140846;0.001308173872530;0.000004500504929;0.000033885480661;0.000105803213955;0.000039815360651;0.003283746074885;0.000115892595204;5. Is neutral.
105;9c7fa21440e3889d;d7842a578327ead6;70f85abb8edc460a;2024-10-08T18:42:05.000Z;Hoe is het mogelijk dat zo'n persoon met een pistool rond loopt..wij moesten destijds al onze wapens ook messen inleveren (dat was bewust opgezet door rutte en aanhang) zodat wij ons niet meer konden verdedigen..en die vreemdelingen hebben pistolen en messen op zak???;;;3;27;vreemdelingen;2024-10-09 11_22_54.140846;0.597866356372833;0.000149668048834;0.000063557876274;0.000006027807558;0.000001339221967;0.500338315963745;0.001294231740758;1. Against immigration, migrants, foreigners, refugees, or Muslims.
106;1058c2e7455c881f;e04ede478f27c563;40ef5125d12fc040;2024-10-08T18:23:27.000Z;Ook de hele familie mee! Ongewenste vreemdelingen. Dan ruimen ze denk ik snel hun eigen vuilnis op;;;3;32;vreemdelingen;2024-10-09 11_22_54.140846;0.369042962789536;0.000025355537218;0.000049289021263;0.000073165268986;0.000004470164640;0.095256857573986;0.000154428882524;1. Against immigration, migrants, foreigners, refugees, or Muslims.
107;3f8768ffb64174c3;86fe97018c9c95c6;92f9422f3172543d;2024-10-03T10:00:58.000Z;Groningen doet geen zak voor de daklozen maar wel voor vreemdelingen waarvan 100% zeker is dat ze GEEN recht hebben op asiel want uitgeprocedeerd en afgewezen.;1.0;;2;62;vreemdelingen;2024-10-09 11_22_54.140846;0.333630889654159;0.000019182167307;0.000629583082627;0.000061632024881;0.000037988527765;0.036962691694498;0.000542902213056;1. Against immigration, migrants, foreigners, refugees, or Muslims.
108;5726a965751e130b;67108926a031d3bd;4beca5d0a0479c1c;2024-10-04T08:07:11.000Z;Ik heb vb gestemd en ben zeker geen racist. Ik ben het wel beu om steeds te moeten ondervinden dat vreemdelingen (mét of zonder BE nat) zowat alles toekrijgen terwijl je als autochtoon moet  knokken om iets te krijgen. Ik ben het beu om van moslims, die op kosten van ons hier;1.0;;3;48;vreemdelingen;2024-10-09 11_22_54.140846;0.656965851783752;0.000078485551057;0.000728993560187;0.000279178435449;0.000063358842453;0.068549700081348;0.000065262313001;1. Against immigration, migrants, foreigners, refugees, or Muslims.
109;9dd3f7dcf33dfc70;c51f3e271d5c6e02;f9a79a5ddea512ea;2024-10-02T14:28:57.000Z;Hoeveel daklozen heeft Rotterdam? Hoeveel mensen leven er in armoede? Wat te doen met mensen die zich druk maken over vreemdelingen die hier niet horen? Terwijl hun medeburgers afglijden in armoede! Mevrouw ook u dient zich te schamen.;;;12;86;vreemdelingen;2024-10-09 11_22_54.140846;0.170762687921524;0.000006524644050;0.000087045926193;0.000180506351171;0.000021245623429;0.015053647570312;0.000010443347492;1. Against immigration, migrants, foreigners, refugees, or Muslims.
110;8065c1eb3c53db95;e6a1bbad768a8bef;fcc9fb327d9455d6;2024-10-06T11:51:32.000Z;Dit neigt echt naar totalitarisme en zorgt onnodig voor verdeling. Waarom zou je niet mogen demonstreren. Wanneer gaan we demonstreren tegen vreemdelingen haat. Antisemitisme als dekmantel gebruiken om Moslims te kunnen demoniseren,heel laf;;;4;247;vreemdelingen;2024-10-09 11_22_54.140846;0.688672244548798;0.000010453770301;0.000006811556887;0.000094136645203;0.000021468275008;0.093063376843929;0.000023550956030;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
111;1bdb1b56ff13c5d6;eb27d253723c2e85;6bcacec1880450ad;2024-10-08T13:54:04.000Z;"Jantje : “papa waarom zijn er zoveel vreemdelingen op straat?”
Papa: “omdat de Belgen op hun werk zitten.”";8.0;18;179;2,2K;vreemdelingen;2024-10-09 11_22_54.140846;0.058269593864679;0.000013818923435;0.000001289186798;0.000081428341218;0.000209742240258;0.000349597888999;0.000025072718927;1. Against immigration, migrants, foreigners, refugees, or Muslims.
112;1579b20da85322b8;67108926a031d3bd;4beca5d0a0479c1c;2024-10-02T17:56:16.000Z;Sinds wanneer kunnen agenten beslissen wat en wie ze beschermen. Politiek, politie, leger en onderwojs MOGEN NOOIT IN HANDEN VAN VREEMDELINGEN GEGEVEN WORDEN...;1.0;;3;35;vreemdelingen;2024-10-09 11_22_54.140846;0.215287372469902;0.000146698919707;0.000000610995301;0.000023904920454;0.000039545069740;0.048841495066881;0.000100697776361;1. Against immigration, migrants, foreigners, refugees, or Muslims.
113;ce04a39fb23de31b;c6fbf59160d75cfd;12179653f780e4a3;2024-10-05T07:15:46.000Z;Inderdaad, ook ik heb geen behoefte aan vreemdelingen die mijn leven veranderen op een manier waar ik niet van gedient ben.;3.0;1;41;1,3K;vreemdelingen;2024-10-09 11_22_54.140846;0.020008396357298;0.000001296925916;0.000050671242207;0.000536433595698;0.000005392592811;0.006373316515237;0.000016366182535;1. Against immigration, migrants, foreigners, refugees, or Muslims.
114;596b49354c1323f8;f38bd27d89c6491c;91a555e69b00f7e3;2024-10-05T08:21:24.000Z;Zo zouden wij ook met illegale vreemdelingen moeten omgaan: geen 'bed-bad-broodregeling', maar illegaliteit en hulp erbij strafbaar stellen en uitzetten!;8.0;26;251;2,2K;vreemdelingen;2024-10-09 11_22_54.140846;0.288697570562363;0.003008038736880;0.000055164655350;0.000014175443539;0.000042205094360;0.272845864295959;0.000627693312708;1. Against immigration, migrants, foreigners, refugees, or Muslims.
115;e1145b54a8111b6e;de972820b72826cf;0e6edf88b5c477ef;2024-10-03T07:34:05.000Z;Idem in Tielt. Als ik vraag waarom 'Tielt niet meer van ons', is het antwoord dat er veel vreemdelingen lopen in de belangrijkste centrumstraat waar ik woon. Ja, maar zij zorgen er wel voor dat er hier geen totale leegstand is. Hebben barbershops, pitabars en een supermarkt.;48.0;4;76;18K;vreemdelingen;2024-10-09 11_22_54.140846;0.001350803067908;0.000001718181466;0.005745972972363;0.000070993264671;0.000127952909679;0.001476670615375;0.001575425034389;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
116;9459c29ec47d632c;632cc36d11dd3b3b;108b0ff0550f1b48;2024-10-06T17:10:05.000Z;42% gaat naar niet-Europese vreemdelingen, en ongeveer 37% gaat naar allochtonen met een Belgisch paspoort, die zich niet integreren en waarvan slechts ongeveer 10% werkt en sociaal bijdraagt aan de maatschappij. De meesten onder hen spreken geen Nederlands.;;1;5;165;vreemdelingen;2024-10-09 11_22_54.140846;0.025019844993949;0.000004719474873;0.000263002264546;0.000035490465962;0.000068436507718;0.000519040622748;0.000152776061441;1. Against immigration, migrants, foreigners, refugees, or Muslims.
117;f7f1a321ce4be5bc;eb69c589c74367b5;9b01649f60134931;2024-10-06T21:37:44.000Z;"Er is nooit een raadpleging geweest van de burgerij over hun bereidheid om een aanzienlijke instroom van vreemdelingen te aanvaarden; dit werd ons simpelweg opgelegd, met alle gevolgen van dien. 
In België zijn veel burgers bovendien ontevreden over de gevolgen van de ontvolking.";1.0;1;4;79;vreemdelingen;2024-10-09 11_22_54.140846;0.013661595992744;0.000013025996850;0.000309352122713;0.000014605161596;0.000030096636692;0.000845186179504;0.000227447235375;1. Against immigration, migrants, foreigners, refugees, or Muslims.
118;ba6bbd4f51bb5b1d;609a1a5051f82af5;76cc2ab675f3c63e;2024-10-08T19:28:03.000Z;Wederom bevestigd dat partij voor vreemdelingen toch echt de beste naam is voor de partij. Wel zo ongecontroleerd mogelijk uiteraard, chaos sells.;;;4;488;vreemdelingen;2024-10-09 11_22_54.140846;0.145630970597267;0.000265177193796;0.001771253766492;0.000025039431421;0.000063025247073;0.064315833151340;0.000432169821579;1. Against immigration, migrants, foreigners, refugees, or Muslims.
119;d99bf68b16b67b3c;9dc223d4d7f66c05;f5c8ff3bed017b50;2024-10-03T16:37:20.000Z;Nederland laat altijd behulpzame vreemdelingen die hun leven hebben gewaagd voor Nederlanders in de steek. Vraag het de Molukse gemeenschap.;2.0;5;28;477;vreemdelingen;2024-10-09 11_22_54.140846;0.034966714680195;0.000022030100808;0.000699062948115;0.000012115204299;0.000070741865784;0.026233220472932;0.000753134314436;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
120;c499f1473af2fe3f;a03a670e8a58d151;3483807c72c76f92;2024-10-04T19:49:58.000Z;Nareiziger Dilan Yeşilgöz-Zegerius vindt dit natuurlijk weer helemaal passen bij haar ideeën over een mooi humaan liberaal vreemdelingen beleid. Heel VVD waardig.;;;3;87;vreemdelingen;2024-10-09 11_22_54.140846;0.018518863245845;0.000015533863916;0.000001227365146;0.000488114135805;0.000114339592983;0.003359619993716;0.000081397913164;4. Against those that support immigration, migrants, foreigners, refugees, or Muslims.
121;728497b5abb0e52e;7297bbeaa90bbef4;e55f1b90c0e4eb30;2024-09-15T09:06:04.000Z;‘Ipv meer leeflonen, meer sociale woningen, meer taallessen en meer van dit en meer van dat zou het in #Antwerpen misschien ook eens met minder, minder, minder kunnen. Minder asielzoekers, minder illegalen, minder vreemdelingen…’ #AntwerpenWeerVanOns;67.0;138;818;52K;vreemdelingen;2024-10-09 11_22_54.140846;0.104787550866604;0.001215351512656;0.000586152251344;0.000031770814530;0.000020173432858;0.033017441630363;0.000121537486848;1. Against immigration, migrants, foreigners, refugees, or Muslims.
122;5579e15ff0848244;cb52fbfd099321c5;a11946768f307872;2024-09-14T15:20:50.000Z;Antwerpen gaat dezelfde richting uit als Brussel, stad vol crapuul, sociale zekerheid parasieten, leeglopers, profitariaat, maar het ligt niet aan de vreemdelingen hoor….;1.0;1;16;127;vreemdelingen;2024-10-09 11_22_54.140846;0.942294895648956;0.000070285430411;0.000082571139501;0.000013118110473;0.000005351244909;0.013328206725419;0.000514977495186;1. Against immigration, migrants, foreigners, refugees, or Muslims.
123;2ac861cf95b6f48e;2658f96e60fa5608;a58d71e210cab070;2024-09-19T06:47:00.000Z;"Als we ècht in een vrij land zouden leven, in een zogenaamde ""democratie"", dan zou je gewoon een eerlijke mening mogen hebben en die mogen uiten. 

Ook als die mening zou zijn dat je vindt dat Nederland aan de Nederlanders toebehoort, en vreemdelingen hier niets te zoeken hebben.";;5;6;156;vreemdelingen;2024-10-09 11_22_54.140846;0.017695564776659;0.000014005514458;0.000018326265490;0.000023141396014;0.000034216274798;0.031290750950575;0.000060973256041;1. Against immigration, migrants, foreigners, refugees, or Muslims.
124;620ebfc39aae42e6;cf672d5ba48061bc;26318ceefa5be0fb;2024-05-26T11:55:44.000Z;"Geweld vreemdelingen tegen personeel detentiecentrum bij drugscontrole.

Onaanvaardbaar. 

En waarom hield de Dienst Justitiële Inrichtingen (DJI) dit dagenlang onder de pet? 

Eruit met dat criminele tuig. Ga in je eigen land maar rotzooi trappen maar niet hier! 

#wegwezen";412.0;888;4,9K;286K;vreemdelingen;2024-10-09 11_22_54.140846;0.802932143211365;0.017300987616181;0.000046832723456;0.000911046401598;0.000042242176278;0.485441446304321;0.000830528850201;1. Against immigration, migrants, foreigners, refugees, or Muslims.
125;e0e2da33de26d4f4;0c36f558abbe9f8c;5238c217c4994a3f;2024-10-05T06:39:04.000Z;"287/365
“Hoewel een koning zich telkens moet inzetten om niemand onrecht aan te doen, moet hij juist opletten bij vreemdelingen dat hij hen in niets tekortdoet“
Dagelijks Levenswijsheden v Desiderius Erasmus
Behandel asielzoekers qua procedure goed 
Bron: 
Een christen vorst";;4;;151;vreemdelingen;2024-10-09 11_22_54.140846;0.042809590697288;0.000419921590947;0.000022701062335;0.000012977738152;0.000083117818576;0.028108391910791;0.000111509987619;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
126;f30c4ba46d67c8e1;cf672d5ba48061bc;26318ceefa5be0fb;2022-03-29T19:06:29.000Z;Die flapdrol van een Rutte maakt van NL 1 grote D66 speeltuin. Massa’s vreemdelingen toelaten, miljarden naar zinloos stikstofbeleid en iedereen aan de vegaburgers.;519.0;1,3K;7,1K;/geertwilderspvv###/geertwilderspvv###/geertwilderspvv/status/1508883308578492423;vreemdelingen;2024-10-09 11_22_54.140846;0.412641495466232;0.004022013861686;0.001175516285002;0.000776685192250;0.000203181174584;0.180020645260811;0.003374902065843;1. Against immigration, migrants, foreigners, refugees, or Muslims.
127;eed77c1fe0b0ce0a;8420fa65ebfb5b58;6fdd1b7c6616dd9f;2024-09-29T16:24:26.000Z;"Ook radicaalrechtse winst in Oostenrijk. Niet heel onverwacht; bescheten berglanden staan sowieso niet bekend om hun liefde en openheid voor vreemdelingen en vreemde dingen. Maar wel akelig, ook daar de winst, groter dan verwacht. Europa gaat echt niet lekker...";;;;50;vreemdelingen;2024-10-09 11_22_54.140846;0.278504550457001;0.000108080486825;0.000108947388071;0.000159249568242;0.000016750183931;0.073089160025120;0.001379221328534;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
128;a379d9842e4365c5;9a5cd4547f4caa29;f269f0eb28f1e88b;2024-09-21T10:01:56.000Z;‘Onderzoekscommissie langdurig verblijvende vreemdelingen zonder bestendig verblijfsrecht’ 2019: asielbeleid+praktijk op orde Aanpassing wetgeving niet nodig Uitvoering: IND moet voldoende geld en middelen krijgen om pieken in aantal aanvragen op te vangen;13.0;1;;202;vreemdelingen;2024-10-09 11_22_54.140846;0.007720984984189;0.000404867663747;0.000136580929393;0.000015960818928;0.000110498265713;0.025592708960176;0.000485907425173;5. Is neutral.
129;b3d06ee91475459e;cf672d5ba48061bc;26318ceefa5be0fb;2022-09-08T05:42:46.000Z;"Nederlanders kunnen zich beter aanmelden als asielzoeker.
Gratis eten, gratis verwarming, gratis elektriciteit, gratis onderdak, gratis zorg. Een land dat zijn eigen bewoners slechter behandelt dan vreemdelingen is geperverteerd en immoreel.";455.0;1,8K;8,9K;/geertwilderspvv###/geertwilderspvv###/geertwilderspvv/status/1567750270959947776;vreemdelingen;2024-10-09 11_22_54.140846;0.304783523082733;0.000054035092035;0.000019622222680;0.000006696202490;0.000006026036772;0.024181826040149;0.000231083686231;1. Against immigration, migrants, foreigners, refugees, or Muslims.
130;22038e6978c8a745;ac3d46618ffda033;bfb7174f671aab8c;2024-09-15T11:27:15.000Z;"‘Je mag vreemdelingen niet slecht behandelen. Want je weet hoe het is om een vreemdeling te zijn. Jullie zijn zelf immers vreemdelingen geweest in Egypte.’
Exodus 23:9 BB";;2;5;135;vreemdelingen;2024-10-09 11_22_54.140846;0.012958994135261;0.000006483124707;0.000000169088722;0.000005002869329;0.000001211842687;0.002686331979930;0.000043874937546;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
131;98424ab584da17d2;1d7b87193b0d6da8;55e047b5525c00d2;2024-09-15T10:00:06.000Z;Tichy: „Progressieve Duitsers hebben ooit bedacht dat Duitsers zich moeten mengen met vreemdelingen ’opdat wij niet langer nazi’s zouden zijn’. Voormalig Groenen-leider Joschka Fischer heeft dit letterlijk zo gezegd. Dan flirt je met geweld en komt onherroepelijk de dag dat;;1;12;261;vreemdelingen;2024-10-09 11_22_54.140846;0.061015866696835;0.000063192368543;0.000093652612122;0.003412618534639;0.000183544645552;0.048778843134642;0.000214346480789;1. Against immigration, migrants, foreigners, refugees, or Muslims.
132;733c5e972926357c;d42e48b96d6c372b;6950dd08f307411b;2024-09-12T16:26:15.000Z;Luisterend naar het debat over Vreemdelingen en Asiel beleid krijg ik braakneigingen van en Faber, Baudet, Eerdmans cs. Wat een haatdragende mensen zitten er in kabinet en kamer.;;;1;71;vreemdelingen;2024-10-09 11_22_54.140846;0.480331867933273;0.000004099841590;0.000044384141802;0.000307665643049;0.000015330653696;0.011044511571526;0.000169097183971;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
133;0157d3cacd4c311c;0521460b16123a47;486282a6372c5894;2024-09-15T16:53:33.000Z;Wat is dit toch: deze eeuwenoude weerzin tegen vreemdelingen? De gedachte dat alle problemen opgelost zijn als migratie maar stopt. Maar migratie iets van alle tijden. Sterker nog: kijkend naar de krimpende beroepsbevolking hebben we maar wat hard migranten nodig.;3.0;4;15;1,1K;vreemdelingen;2024-10-09 11_22_54.140846;0.064710199832916;0.000146900201798;0.000026289786547;0.000002371068604;0.000011546861970;0.028219770640135;0.000099861921626;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
134;cb16a0c6340531b9;cf672d5ba48061bc;26318ceefa5be0fb;2024-02-23T08:52:51.000Z;"Je eigen mensen op 1 zetten is juist wat miljoenen mensen willen! En dus niet je land, je woningen je zorg en je cultuur gratis weggeven aan asielzoekers en andere vreemdelingen zoals @groenlinks van @F__Timmermans wil! 

#PVVOP1";423.0;934;5,2K;264K;vreemdelingen;2024-10-09 11_22_54.140846;0.208367109298706;0.000190144812223;0.000043553238356;0.000043825886678;0.000012163477550;0.029466068372130;0.000139039650094;1. Against immigration, migrants, foreigners, refugees, or Muslims.
135;657916463c3381de;f556575a99cd2315;9893776510ae24db;2024-09-12T10:48:42.000Z;"Toen begin jaren ‘50 Nederlanders (boeren) wilden verhuizen van elders naar de Noordoostpolder werd er door rijksambtenaren streng geslecteerd. 
Om het minste of geringste werden mensen afgewezen.
Hoe anders is dat nu. 
Vreemdelingen worden met gemak tot ons land toegelaten:";99.0;190;784;47K;vreemdelingen;2024-10-09 11_22_54.140846;0.008030482567847;0.000001542462769;0.000014322347852;0.000018004522644;0.000007197688319;0.001545076491311;0.000138222327223;1. Against immigration, migrants, foreigners, refugees, or Muslims.
136;2bb830ee311ab418;5b2ab6f43d9bee59;ee5a48f57d345fcd;2017-06-08T21:47:01.000Z;Amsterdam gaat opvang vreemdelingen beperken http://nos.nl/l/2177263;7.0;6;8;/NOS###/NOS###/NOS/status/872933005920174081###https://t.co/a3MgL2za1N;vreemdelingen;2024-10-09 11_22_54.140846;0.017419910058379;0.000027009478799;0.000027847569072;0.000028154756365;0.000009193918231;0.003786601591855;0.000240887806285;5. Is neutral.
